ID_INDIVIDU,NB_VISITES,MONTANT_CUMULE,NB_PRDT_MOY_VISITE,CA_MOY_VISITE,NB_MAG_DIFF,NB_LIGNES_DIFF,NB_FAM_DIFF,NB_CADEAUX,RECENCE_x,PART_VIST_MAG_GEST,MONTANT,RECENCE_y,FREQUENCE
128749,1,10,3.0,10.0,1,1,1,3,417,1.0,Pas Depensier,Ancien,Peu Frequent
128771,4,376,2.75,94.0,3,3,7,11,65,0.5,Depensier,Recent,Tres Frequent
128777,2,275,4.5,137.5,1,1,4,9,343,0.0,Moyennement Depensier,Ancien,Peu Frequent
128780,3,398,3.333333333333333,132.66666666666666,2,3,6,10,672,0.6666666666666666,Depensier,Ancien,Moyennement Frequent
128781,2,290,5.0,145.0,1,2,4,10,73,1.0,Moyennement Depensier,Recent,Peu Frequent
128828,4,720,6.75,180.0,1,4,7,27,49,1.0,Depensier,Recent,Tres Frequent
128843,3,220,3.0,73.33333333333333,2,2,4,9,27,0.3333333333333333,Moyennement Depensier,Recent,Moyennement Frequent
128878,3,182,1.6666666666666667,60.66666666666666,2,1,3,5,36,0.0,Moyennement Depensier,Recent,Moyennement Frequent
128900,2,209,4.0,104.5,2,2,5,8,147,0.5,Moyennement Depensier,Moyennement Recent,Peu Frequent
128932,1,64,2.0,64.0,1,1,2,2,659,1.0,Pas Depensier,Ancien,Peu Frequent
128934,3,146,1.6666666666666667,48.66666666666666,2,2,4,5,56,0.6666666666666666,Pas Depensier,Recent,Moyennement Frequent
128951,5,457,2.2,91.4,1,3,6,11,45,1.0,Depensier,Recent,Tres Frequent
128975,2,184,3.0,92.0,1,2,3,6,401,1.0,Moyennement Depensier,Ancien,Peu Frequent
129024,3,198,4.333333333333333,66.0,2,3,6,13,675,0.0,Moyennement Depensier,Ancien,Moyennement Frequent
129052,1,39,2.0,39.0,1,1,2,2,234,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
129069,5,455,3.2,91.0,1,4,9,16,31,1.0,Depensier,Recent,Tres Frequent
129088,1,59,3.0,59.0,1,2,3,3,595,1.0,Pas Depensier,Ancien,Peu Frequent
129101,5,402,2.6,80.4,2,3,8,13,53,0.8,Depensier,Recent,Tres Frequent
129108,2,224,5.0,112.0,1,2,5,10,367,1.0,Moyennement Depensier,Ancien,Peu Frequent
129131,1,100,3.0,100.0,1,2,2,3,603,0.0,Pas Depensier,Ancien,Peu Frequent
129157,3,127,2.0,42.333333333333336,1,1,3,6,41,1.0,Pas Depensier,Recent,Moyennement Frequent
129165,4,668,5.25,167.0,2,4,7,21,80,0.25,Depensier,Recent,Tres Frequent
129180,1,34,2.0,34.0,1,2,2,2,23,0.0,Pas Depensier,Recent,Peu Frequent
129183,13,1279,3.769230769230769,98.3846153846154,1,4,12,49,70,1.0,Depensier,Recent,Tres Frequent
129193,4,284,2.25,71.0,1,3,5,9,256,1.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
129209,2,445,7.0,222.5,2,3,5,14,60,0.5,Depensier,Recent,Peu Frequent
129218,1,204,6.0,204.0,1,2,3,6,111,1.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
129235,1,105,1.0,105.0,1,1,1,1,458,1.0,Pas Depensier,Ancien,Peu Frequent
129238,4,174,2.0,43.5,1,2,4,8,612,1.0,Moyennement Depensier,Ancien,Tres Frequent
129247,4,345,2.75,86.25,2,4,6,11,143,0.5,Depensier,Moyennement Recent,Tres Frequent
129259,25,1214,2.6,48.56,1,4,14,65,35,1.0,Depensier,Recent,Tres Frequent
129264,1,109,3.0,109.0,1,1,2,3,160,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
129269,6,439,2.1666666666666665,73.16666666666667,1,3,6,13,192,1.0,Depensier,Moyennement Recent,Tres Frequent
129320,6,523,2.833333333333333,87.16666666666667,3,3,8,17,62,0.5,Depensier,Recent,Tres Frequent
129350,4,429,3.25,107.25,1,3,7,13,130,1.0,Depensier,Moyennement Recent,Tres Frequent
129351,1,72,2.0,72.0,1,1,2,2,334,0.0,Pas Depensier,Ancien,Peu Frequent
129404,3,255,2.333333333333333,85.0,1,2,4,7,135,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
129412,8,449,3.125,56.125,3,4,8,25,157,0.0,Depensier,Moyennement Recent,Tres Frequent
129421,3,193,2.0,64.33333333333333,2,2,5,6,271,0.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
129425,2,108,1.5,54.0,2,1,2,3,14,0.0,Pas Depensier,Recent,Peu Frequent
129427,1,42,1.0,42.0,1,1,1,1,427,1.0,Pas Depensier,Ancien,Peu Frequent
129467,7,1029,5.714285714285714,147.0,4,3,9,40,7,0.0,Depensier,Recent,Tres Frequent
129469,8,815,4.375,101.875,1,3,6,35,63,1.0,Depensier,Recent,Tres Frequent
129477,10,1009,3.8,100.9,2,4,9,38,50,0.3,Depensier,Recent,Tres Frequent
129505,1,47,2.0,47.0,1,1,2,2,233,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
129506,2,182,3.5,91.0,1,2,5,7,493,1.0,Moyennement Depensier,Ancien,Peu Frequent
129516,6,373,2.1666666666666665,62.16666666666666,1,3,8,13,64,1.0,Depensier,Recent,Tres Frequent
129520,1,0,1.0,0.0,1,1,1,1,694,1.0,Pas Depensier,Ancien,Peu Frequent
129554,3,278,3.6666666666666665,92.66666666666669,1,2,3,11,50,1.0,Moyennement Depensier,Recent,Moyennement Frequent
129564,1,50,2.0,50.0,1,1,2,2,55,1.0,Pas Depensier,Recent,Peu Frequent
129565,5,572,3.6,114.4,2,4,9,18,63,0.8,Depensier,Recent,Tres Frequent
129580,7,665,4.0,95.0,2,4,11,28,64,0.8571428571428571,Depensier,Recent,Tres Frequent
129611,9,758,3.111111111111111,84.22222222222223,2,4,8,28,47,0.6666666666666666,Depensier,Recent,Tres Frequent
129633,3,223,3.0,74.33333333333333,3,1,3,9,52,0.3333333333333333,Moyennement Depensier,Recent,Moyennement Frequent
129649,1,81,3.0,81.0,1,2,3,3,276,0.0,Pas Depensier,Ancien,Peu Frequent
129675,1,116,4.0,116.0,1,2,3,4,408,1.0,Pas Depensier,Ancien,Peu Frequent
129679,14,1106,3.4285714285714284,79.0,1,3,11,48,133,1.0,Depensier,Moyennement Recent,Tres Frequent
129700,16,1324,3.3125,82.75,3,4,10,53,6,0.75,Depensier,Recent,Tres Frequent
129702,1,145,3.0,145.0,1,2,3,3,255,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
129704,2,211,2.5,105.5,1,3,4,5,483,1.0,Moyennement Depensier,Ancien,Peu Frequent
129709,1,184,5.0,184.0,1,1,2,5,500,1.0,Moyennement Depensier,Ancien,Peu Frequent
129714,2,301,5.0,150.5,2,2,5,10,136,0.5,Moyennement Depensier,Moyennement Recent,Peu Frequent
129716,3,185,2.0,61.66666666666666,2,3,5,6,441,0.3333333333333333,Moyennement Depensier,Ancien,Moyennement Frequent
129721,10,628,3.0,62.8,4,3,8,30,183,0.0,Depensier,Moyennement Recent,Tres Frequent
129737,3,177,2.6666666666666665,59.0,3,2,4,8,491,0.3333333333333333,Moyennement Depensier,Ancien,Moyennement Frequent
129754,1,101,3.0,101.0,1,1,3,3,505,0.0,Pas Depensier,Ancien,Peu Frequent
129819,4,362,3.25,90.5,1,2,5,13,62,1.0,Depensier,Recent,Tres Frequent
129824,3,303,3.0,101.0,3,2,5,9,69,0.3333333333333333,Moyennement Depensier,Recent,Moyennement Frequent
129848,2,141,2.0,70.5,1,2,3,4,435,0.0,Pas Depensier,Ancien,Peu Frequent
129856,1,66,4.0,66.0,1,2,3,4,681,1.0,Pas Depensier,Ancien,Peu Frequent
129860,2,212,3.0,106.0,1,2,5,6,618,1.0,Moyennement Depensier,Ancien,Peu Frequent
129884,2,143,2.0,71.5,1,1,3,4,125,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
129897,4,462,3.5,115.5,1,4,7,14,141,1.0,Depensier,Moyennement Recent,Tres Frequent
129899,5,140,2.0,28.0,4,2,3,10,153,0.2,Pas Depensier,Moyennement Recent,Tres Frequent
129979,1,74,2.0,74.0,1,1,1,2,425,1.0,Pas Depensier,Ancien,Peu Frequent
130012,3,286,3.0,95.33333333333331,1,3,4,9,435,0.0,Moyennement Depensier,Ancien,Moyennement Frequent
130033,3,407,3.6666666666666665,135.66666666666666,1,4,8,11,259,1.0,Depensier,Moyennement Recent,Moyennement Frequent
130080,1,105,2.0,105.0,1,1,2,2,322,0.0,Pas Depensier,Ancien,Peu Frequent
130089,1,39,1.0,39.0,1,1,1,1,612,1.0,Pas Depensier,Ancien,Peu Frequent
130123,4,590,6.5,147.5,1,2,5,26,167,0.0,Depensier,Moyennement Recent,Tres Frequent
130127,1,74,2.0,74.0,1,1,2,2,146,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
130157,1,85,2.0,85.0,1,1,1,2,164,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
130170,1,70,2.0,70.0,1,2,2,2,393,0.0,Pas Depensier,Ancien,Peu Frequent
130171,12,929,2.9166666666666665,77.41666666666667,3,4,11,35,70,0.6666666666666666,Depensier,Recent,Tres Frequent
130189,1,75,1.0,75.0,1,1,1,1,462,1.0,Pas Depensier,Ancien,Peu Frequent
130205,13,826,3.4615384615384617,63.53846153846154,1,4,8,45,35,1.0,Depensier,Recent,Tres Frequent
130209,4,454,4.25,113.5,1,3,8,17,245,1.0,Depensier,Moyennement Recent,Tres Frequent
130220,5,851,6.8,170.2,1,4,9,34,24,1.0,Depensier,Recent,Tres Frequent
130230,1,74,2.0,74.0,1,1,1,2,35,1.0,Pas Depensier,Recent,Peu Frequent
130244,1,100,2.0,100.0,1,1,2,2,644,1.0,Pas Depensier,Ancien,Peu Frequent
130261,7,536,2.571428571428572,76.57142857142857,2,3,5,18,46,0.2857142857142857,Depensier,Recent,Tres Frequent
130269,4,133,2.5,33.25,1,2,2,10,623,1.0,Pas Depensier,Ancien,Tres Frequent
130277,4,981,8.0,245.25,2,3,11,32,31,0.0,Depensier,Recent,Tres Frequent
130293,1,90,2.0,90.0,1,1,1,2,466,1.0,Pas Depensier,Ancien,Peu Frequent
130324,1,201,6.0,201.0,1,2,4,6,635,0.0,Moyennement Depensier,Ancien,Peu Frequent
130356,2,175,2.5,87.5,1,1,4,5,707,0.0,Moyennement Depensier,Ancien,Peu Frequent
130377,1,23,1.0,23.0,1,1,1,1,555,0.0,Pas Depensier,Ancien,Peu Frequent
130455,3,149,2.333333333333333,49.66666666666666,1,1,3,7,60,1.0,Pas Depensier,Recent,Moyennement Frequent
130488,2,142,2.5,71.0,2,3,4,5,581,0.5,Pas Depensier,Ancien,Peu Frequent
130522,13,1227,3.4615384615384617,94.3846153846154,1,4,14,45,62,1.0,Depensier,Recent,Tres Frequent
130527,1,129,5.0,129.0,1,2,3,5,516,1.0,Pas Depensier,Ancien,Peu Frequent
130560,3,351,3.333333333333333,117.0,1,3,4,10,156,1.0,Depensier,Moyennement Recent,Moyennement Frequent
130608,1,25,2.0,25.0,1,1,2,2,588,1.0,Pas Depensier,Ancien,Peu Frequent
130625,1,0,1.0,0.0,1,1,1,1,686,0.0,Pas Depensier,Ancien,Peu Frequent
130629,1,105,4.0,105.0,1,1,2,4,572,0.0,Pas Depensier,Ancien,Peu Frequent
130671,1,122,4.0,122.0,1,1,2,4,515,1.0,Pas Depensier,Ancien,Peu Frequent
130695,2,0,1.0,0.0,1,1,1,2,700,1.0,Pas Depensier,Ancien,Peu Frequent
130748,1,128,3.0,128.0,1,1,1,3,409,1.0,Pas Depensier,Ancien,Peu Frequent
130776,1,56,2.0,56.0,1,1,2,2,441,1.0,Pas Depensier,Ancien,Peu Frequent
130806,4,569,3.75,142.25,1,3,6,15,22,1.0,Depensier,Recent,Tres Frequent
130824,1,71,3.0,71.0,1,1,2,3,598,0.0,Pas Depensier,Ancien,Peu Frequent
130838,2,287,4.0,143.5,1,1,5,8,322,1.0,Moyennement Depensier,Ancien,Peu Frequent
130846,1,138,4.0,138.0,1,1,3,4,149,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
130848,5,1314,8.4,262.8,1,3,12,42,148,1.0,Depensier,Moyennement Recent,Tres Frequent
130858,4,117,2.0,29.25,2,3,3,8,42,0.75,Pas Depensier,Recent,Tres Frequent
130871,1,119,4.0,119.0,1,2,4,4,562,0.0,Pas Depensier,Ancien,Peu Frequent
130900,13,491,1.3846153846153846,37.76923076923077,3,4,9,18,31,0.1538461538461538,Depensier,Recent,Tres Frequent
130901,4,232,2.0,58.0,3,2,4,8,63,0.5,Moyennement Depensier,Recent,Tres Frequent
130915,3,207,2.333333333333333,69.0,1,2,4,7,448,0.0,Moyennement Depensier,Ancien,Moyennement Frequent
130919,6,322,2.0,53.66666666666666,2,3,4,12,167,0.1666666666666666,Moyennement Depensier,Moyennement Recent,Tres Frequent
130929,3,216,2.333333333333333,72.0,1,1,5,7,125,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
130953,8,534,2.25,66.75,1,3,8,18,70,1.0,Depensier,Recent,Tres Frequent
130954,1,87,3.0,87.0,1,1,3,3,441,1.0,Pas Depensier,Ancien,Peu Frequent
130955,1,213,7.0,213.0,1,2,5,7,247,0.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
130978,1,82,2.0,82.0,1,2,2,2,128,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
131006,5,231,2.0,46.2,1,3,5,10,71,1.0,Moyennement Depensier,Recent,Tres Frequent
131040,5,503,4.2,100.6,1,4,9,21,153,1.0,Depensier,Moyennement Recent,Tres Frequent
131057,2,93,3.5,46.5,1,2,4,7,674,1.0,Pas Depensier,Ancien,Peu Frequent
131071,1,81,3.0,81.0,1,1,2,3,134,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
131075,3,214,3.6666666666666665,71.33333333333333,1,3,4,11,105,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
131087,2,253,3.0,126.5,1,3,5,6,53,1.0,Moyennement Depensier,Recent,Peu Frequent
131090,1,99,5.0,99.0,1,2,4,5,693,0.0,Pas Depensier,Ancien,Peu Frequent
131115,3,188,2.333333333333333,62.66666666666666,1,2,4,7,189,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
131134,3,236,3.0,78.66666666666667,1,2,2,9,35,1.0,Moyennement Depensier,Recent,Moyennement Frequent
131148,9,770,3.333333333333333,85.55555555555556,3,4,11,30,24,0.0,Depensier,Recent,Tres Frequent
131188,1,59,1.0,59.0,1,1,1,1,197,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
131214,1,49,1.0,49.0,1,1,1,1,637,0.0,Pas Depensier,Ancien,Peu Frequent
131222,5,330,2.8,66.0,2,3,7,14,97,0.4,Moyennement Depensier,Moyennement Recent,Tres Frequent
131231,1,69,1.0,69.0,1,1,1,1,439,1.0,Pas Depensier,Ancien,Peu Frequent
131275,1,74,2.0,74.0,1,1,1,2,672,1.0,Pas Depensier,Ancien,Peu Frequent
131300,3,347,3.333333333333333,115.66666666666669,1,2,5,10,7,1.0,Depensier,Recent,Moyennement Frequent
131323,48,4991,3.9583333333333335,103.97916666666669,9,4,15,190,35,0.5625,Depensier,Recent,Tres Frequent
131334,1,108,3.0,108.0,1,1,3,3,344,1.0,Pas Depensier,Ancien,Peu Frequent
131345,1,66,2.0,66.0,1,1,2,2,308,1.0,Pas Depensier,Ancien,Peu Frequent
131376,5,646,4.4,129.2,3,2,6,22,105,0.6,Depensier,Moyennement Recent,Tres Frequent
131379,3,241,2.333333333333333,80.33333333333333,2,2,3,7,143,0.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
131395,1,29,1.0,29.0,1,1,1,1,595,1.0,Pas Depensier,Ancien,Peu Frequent
131421,1,129,4.0,129.0,1,1,3,4,695,1.0,Pas Depensier,Ancien,Peu Frequent
131423,9,1025,3.888888888888889,113.88888888888889,1,4,10,35,31,1.0,Depensier,Recent,Tres Frequent
131437,13,965,2.4615384615384617,74.23076923076923,2,4,10,32,90,0.6923076923076923,Depensier,Moyennement Recent,Tres Frequent
131450,1,74,3.0,74.0,1,1,3,3,224,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
131455,3,557,8.0,185.66666666666663,2,2,7,24,551,0.6666666666666666,Depensier,Ancien,Moyennement Frequent
131465,4,89,1.75,22.25,1,3,4,7,164,1.0,Pas Depensier,Moyennement Recent,Tres Frequent
131467,1,28,2.0,28.0,1,1,2,2,596,1.0,Pas Depensier,Ancien,Peu Frequent
131499,1,60,1.0,60.0,1,1,1,1,622,0.0,Pas Depensier,Ancien,Peu Frequent
131524,9,515,2.111111111111111,57.22222222222222,2,4,9,19,49,0.8888888888888888,Depensier,Recent,Tres Frequent
131529,4,357,3.5,89.25,2,2,6,14,6,0.0,Depensier,Recent,Tres Frequent
131594,2,127,2.0,63.5,1,2,3,4,18,1.0,Pas Depensier,Recent,Peu Frequent
131603,13,1188,4.076923076923077,91.3846153846154,1,4,11,53,2,1.0,Depensier,Recent,Tres Frequent
131616,1,99,5.0,99.0,1,2,3,5,700,1.0,Pas Depensier,Ancien,Peu Frequent
131623,7,348,2.857142857142857,49.71428571428572,1,4,8,20,31,1.0,Depensier,Recent,Tres Frequent
131636,8,526,2.375,65.75,2,3,7,19,65,0.75,Depensier,Recent,Tres Frequent
131651,1,76,2.0,76.0,1,1,2,2,288,0.0,Pas Depensier,Ancien,Peu Frequent
131661,5,353,3.0,70.6,2,3,8,15,322,0.8,Depensier,Ancien,Tres Frequent
131740,3,150,1.6666666666666667,50.0,1,2,4,5,174,1.0,Pas Depensier,Moyennement Recent,Moyennement Frequent
131750,1,292,6.0,292.0,1,2,6,6,260,1.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
131776,2,154,2.5,77.0,1,3,3,5,51,1.0,Pas Depensier,Recent,Peu Frequent
131780,1,110,8.0,110.0,1,2,3,8,681,1.0,Pas Depensier,Ancien,Peu Frequent
131782,1,118,3.0,118.0,1,2,3,3,469,1.0,Pas Depensier,Ancien,Peu Frequent
131783,16,2249,5.0,140.5625,2,4,13,80,52,0.0,Depensier,Recent,Tres Frequent
131803,15,855,1.9333333333333331,57.0,4,4,14,29,98,0.4666666666666667,Depensier,Moyennement Recent,Tres Frequent
131821,3,310,3.333333333333333,103.33333333333331,1,2,5,10,505,1.0,Moyennement Depensier,Ancien,Moyennement Frequent
131837,1,74,2.0,74.0,1,1,2,2,722,1.0,Pas Depensier,Ancien,Peu Frequent
131848,4,325,3.0,81.25,2,3,8,12,257,0.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
131861,2,98,2.0,49.0,1,2,4,4,686,1.0,Pas Depensier,Ancien,Peu Frequent
131898,3,150,2.0,50.0,2,2,3,6,183,0.3333333333333333,Pas Depensier,Moyennement Recent,Moyennement Frequent
131903,2,148,1.5,74.0,1,2,2,3,226,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
131906,2,144,3.0,72.0,1,2,4,6,248,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
131909,2,158,3.0,79.0,2,1,4,6,62,0.0,Pas Depensier,Recent,Peu Frequent
131924,2,168,2.0,84.0,2,2,4,4,79,0.5,Moyennement Depensier,Recent,Peu Frequent
131945,2,103,2.0,51.5,2,2,3,4,224,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
131959,9,446,2.888888888888889,49.55555555555556,2,4,10,26,35,0.5555555555555556,Depensier,Recent,Tres Frequent
131976,5,269,3.0,53.8,1,2,5,15,200,0.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
131997,3,348,2.0,116.0,2,2,3,6,133,0.0,Depensier,Moyennement Recent,Moyennement Frequent
132001,4,311,2.75,77.75,2,2,4,11,560,0.5,Moyennement Depensier,Ancien,Tres Frequent
132035,6,621,4.833333333333333,103.5,1,3,8,29,48,1.0,Depensier,Recent,Tres Frequent
132050,1,101,3.0,101.0,1,2,3,3,77,1.0,Pas Depensier,Recent,Peu Frequent
132055,1,0,2.0,0.0,1,2,2,2,553,1.0,Pas Depensier,Ancien,Peu Frequent
132063,3,182,1.6666666666666667,60.66666666666666,1,3,4,5,158,0.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
132072,2,113,2.5,56.5,1,3,4,5,364,1.0,Pas Depensier,Ancien,Peu Frequent
132088,6,172,1.0,28.666666666666668,1,1,3,6,301,1.0,Moyennement Depensier,Ancien,Tres Frequent
132099,2,337,4.5,168.5,1,2,6,9,339,1.0,Depensier,Ancien,Peu Frequent
132115,1,64,2.0,64.0,1,1,2,2,708,0.0,Pas Depensier,Ancien,Peu Frequent
132131,3,380,4.333333333333333,126.66666666666669,1,3,6,13,532,1.0,Depensier,Ancien,Moyennement Frequent
132132,6,355,1.8333333333333333,59.16666666666666,2,2,5,11,43,0.6666666666666666,Depensier,Recent,Tres Frequent
132156,1,147,4.0,147.0,1,2,3,4,155,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
132157,2,231,3.0,115.5,1,3,6,6,630,1.0,Moyennement Depensier,Ancien,Peu Frequent
132179,3,533,6.0,177.66666666666666,1,2,6,18,87,1.0,Depensier,Moyennement Recent,Moyennement Frequent
132191,5,202,1.6,40.4,3,4,6,8,241,0.4,Moyennement Depensier,Moyennement Recent,Tres Frequent
132213,3,343,4.666666666666667,114.33333333333331,1,2,5,14,252,1.0,Depensier,Moyennement Recent,Moyennement Frequent
132219,3,296,2.6666666666666665,98.66666666666669,2,3,4,8,337,0.6666666666666666,Moyennement Depensier,Ancien,Moyennement Frequent
132233,1,158,7.0,158.0,1,1,5,7,585,1.0,Pas Depensier,Ancien,Peu Frequent
132303,1,188,6.0,188.0,1,2,4,6,331,1.0,Moyennement Depensier,Ancien,Peu Frequent
132309,1,79,6.0,79.0,1,3,3,6,401,1.0,Pas Depensier,Ancien,Peu Frequent
132314,3,215,2.333333333333333,71.66666666666667,2,3,6,7,167,0.6666666666666666,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
132317,4,415,3.25,103.75,2,1,4,13,385,0.75,Depensier,Ancien,Tres Frequent
132346,1,51,2.0,51.0,1,1,2,2,226,1.0,Pas Depensier,Moyennement Recent,Peu Frequent
132353,4,337,2.5,84.25,1,3,6,10,88,0.0,Depensier,Moyennement Recent,Tres Frequent
132371,5,541,5.0,108.2,2,3,8,25,70,0.0,Depensier,Recent,Tres Frequent
132375,12,1165,3.75,97.08333333333331,2,4,11,45,51,0.9166666666666666,Depensier,Recent,Tres Frequent
132385,3,227,2.0,75.66666666666667,1,2,4,6,231,1.0,Moyennement Depensier,Moyennement Recent,Moyennement Frequent
132421,4,376,4.25,94.0,1,2,7,17,51,1.0,Depensier,Recent,Tres Frequent
132497,2,57,1.5,28.5,1,2,3,3,598,1.0,Pas Depensier,Ancien,Peu Frequent
132511,5,457,3.6,91.4,2,2,7,18,337,0.8,Depensier,Ancien,Tres Frequent
132523,1,135,4.0,135.0,1,1,2,4,100,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
132531,4,289,2.0,72.25,2,1,4,8,494,0.5,Moyennement Depensier,Ancien,Tres Frequent
132544,12,1600,4.916666666666667,133.33333333333334,3,3,9,59,48,0.8333333333333334,Depensier,Recent,Tres Frequent
132583,4,255,2.25,63.75,2,1,4,9,48,0.75,Moyennement Depensier,Recent,Tres Frequent
132606,22,1499,3.227272727272727,68.13636363636364,2,4,14,71,18,0.9545454545454546,Depensier,Recent,Tres Frequent
132623,4,269,2.25,67.25,2,3,6,9,45,0.5,Moyennement Depensier,Recent,Tres Frequent
132626,4,230,2.5,57.5,2,3,5,10,109,0.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
132669,5,455,3.2,91.0,1,3,9,16,86,1.0,Depensier,Recent,Tres Frequent
132672,2,315,4.5,157.5,1,3,5,9,34,1.0,Moyennement Depensier,Recent,Peu Frequent
132694,1,174,9.0,174.0,1,2,5,9,677,1.0,Moyennement Depensier,Ancien,Peu Frequent
132714,6,728,3.8333333333333335,121.33333333333331,2,4,10,23,271,0.0,Depensier,Moyennement Recent,Tres Frequent
132723,2,174,3.0,87.0,1,1,3,6,596,1.0,Moyennement Depensier,Ancien,Peu Frequent
132733,1,212,8.0,212.0,1,4,5,8,383,1.0,Moyennement Depensier,Ancien,Peu Frequent
132744,1,198,7.0,198.0,1,2,4,7,29,0.0,Moyennement Depensier,Recent,Peu Frequent
132749,1,129,5.0,129.0,1,3,4,5,407,1.0,Pas Depensier,Ancien,Peu Frequent
132754,6,208,1.3333333333333333,34.666666666666664,1,3,6,8,251,1.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
132757,1,84,2.0,84.0,1,1,2,2,521,1.0,Pas Depensier,Ancien,Peu Frequent
132763,1,61,2.0,61.0,1,1,2,2,329,0.0,Pas Depensier,Ancien,Peu Frequent
132779,10,607,2.5,60.7,2,4,10,25,3,0.9,Depensier,Recent,Tres Frequent
132782,5,127,1.6,25.4,2,3,5,8,51,0.0,Pas Depensier,Recent,Tres Frequent
132785,1,135,6.0,135.0,1,1,4,6,255,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
132786,1,62,2.0,62.0,1,1,2,2,484,0.0,Pas Depensier,Ancien,Peu Frequent
132796,5,255,2.6,51.0,1,2,4,13,139,1.0,Moyennement Depensier,Moyennement Recent,Tres Frequent
132811,2,404,7.5,202.0,1,3,8,15,137,1.0,Depensier,Moyennement Recent,Peu Frequent
132817,10,595,2.4,59.5,1,4,10,24,28,1.0,Depensier,Recent,Tres Frequent
132829,14,1261,3.7857142857142856,90.07142857142857,4,4,14,53,46,0.7857142857142857,Depensier,Recent,Tres Frequent
132839,4,407,3.0,101.75,1,3,7,12,51,1.0,Depensier,Recent,Tres Frequent
132848,1,71,2.0,71.0,1,1,1,2,22,1.0,Pas Depensier,Recent,Peu Frequent
132851,6,579,3.5,96.5,2,4,9,21,55,0.8333333333333334,Depensier,Recent,Tres Frequent
132863,3,121,1.6666666666666667,40.333333333333336,2,2,2,5,160,0.0,Pas Depensier,Moyennement Recent,Moyennement Frequent
132883,2,185,3.0,92.5,1,1,4,6,544,1.0,Moyennement Depensier,Ancien,Peu Frequent
132914,1,132,3.0,132.0,1,2,3,3,647,1.0,Pas Depensier,Ancien,Peu Frequent
132934,1,35,2.0,35.0,1,1,2,2,710,1.0,Pas Depensier,Ancien,Peu Frequent
132959,1,65,3.0,65.0,1,2,3,3,478,1.0,Pas Depensier,Ancien,Peu Frequent
132994,1,32,1.0,32.0,1,1,1,1,612,1.0,Pas Depensier,Ancien,Peu Frequent
133002,4,884,7.5,221.0,2,2,5,30,41,0.0,Depensier,Recent,Tres Frequent
133022,4,287,2.0,71.75,2,3,4,8,129,0.75,Moyennement Depensier,Moyennement Recent,Tres Frequent
133058,4,385,3.25,96.25,1,3,9,13,57,1.0,Depensier,Recent,Tres Frequent
133068,11,867,3.727272727272727,78.81818181818181,1,4,10,41,23,1.0,Depensier,Recent,Tres Frequent
133072,2,148,3.0,74.0,1,3,4,6,105,0.0,Pas Depensier,Moyennement Recent,Peu Frequent
133077,2,198,3.0,99.0,1,2,2,6,183,1.0,Moyennement Depensier,Moyennement Recent,Peu Frequent
133087,3,277,2.6666666666666665,92.33333333333331,2,3,5,8,315,0.0,Moyennement Depensier,Ancien,Moyennement Frequent
133103,6,601,3.0,100.16666666666669,5,3,8,18,3,0.3333333333333333,Depensier,Recent,Tres Frequent
133108,2,91,2.0,45.5,2,2,3,4,41,0.0,Pas Depensier,Recent,Peu Frequent
133109,1,98,3.0,98.0,1,1,3,3,651,0.0,Pas Depensier,Ancien,Peu Frequent
133116,2,78,1.0,39.0,2,2,2,2,125,0.5,Pas Depensier,Moyennement Recent,Peu Frequent
133126,4,757,7.75,189.25,2,3,7,31,378,0.5,Depensier,Ancien,Tres Frequent
